PartitionKey,RowKey,Timestamp,RequestId,RequestId@type,BatchId,BatchId@type,ContentList,ContentList@type,BatchStatus,BatchStatus@type,CreationDate,CreationDate@type,LastUpdate,LastUpdate@type
330eba0a1ab7188c_f83f579c2a9846eaac65c546c706cd67|622f4b83-5d03-4f8f-849f-4070beb0e2a2,c6f3f5d0-1cc2-443f-86a0-4427c7b64f42,2017-07-22T11:06:12.705Z,622f4b83-5d03-4f8f-849f-4070beb0e2a2,Edm.String,c6f3f5d0-1cc2-443f-86a0-4427c7b64f42,Edm.String,UserNames|Advert1;,Edm.String,2,Edm.String,2017-07-22T11:06:12.835Z,Edm.DateTime,2017-07-22T11:06:12.835Z,Edm.DateTime
3335cff9db8e3647_f83f579c2a9846eaac65c546c706cd67|f319b805-cdf6-4aa7-a1e8-a679451ca762,e78d131b-1a8b-4a61-b160-c0fd7aff70c2,2017-07-11T13:09:00.524Z,f319b805-cdf6-4aa7-a1e8-a679451ca762,Edm.String,e78d131b-1a8b-4a61-b160-c0fd7aff70c2,Edm.String,UserNames|Advert1;,Edm.String,2,Edm.String,2017-07-11T13:08:59.732Z,Edm.DateTime,2017-07-11T13:08:59.732Z,Edm.DateTime
3335cff9db8e3647_f83f579c2a9846eaac65c546c706cd67|f96213f0-3475-4289-af58-0fac2f18cc96,d27719b6-ab10-45ce-8d1a-0de62f1b5399,2017-07-11T13:12:24.914Z,f96213f0-3475-4289-af58-0fac2f18cc96,Edm.String,d27719b6-ab10-45ce-8d1a-0de62f1b5399,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2017-07-11T13:08:58.318Z,Edm.DateTime,2017-07-11T13:08:58.318Z,Edm.DateTime
353ea16f197dbb92_f83f579c2a9846eaac65c546c706cd67|00274c60-ad21-4fe2-8641-574d19246a8a,5bba1e19-3956-4aeb-b537-3698ac122187,2017-07-21T14:53:52.593Z,00274c60-ad21-4fe2-8641-574d19246a8a,Edm.String,5bba1e19-3956-4aeb-b537-3698ac122187,Edm.String,UserNames|Advert1;,Edm.String,2,Edm.String,2017-07-21T14:53:53.050Z,Edm.DateTime,2017-07-21T14:53:53.050Z,Edm.DateTime
353ea16f197dbb92_f83f579c2a9846eaac65c546c706cd67|d9829418-5c42-4dae-9e78-e991923640b3,55cbd26d-0799-42e3-ad22-d0a5329a4dfc,2017-07-21T14:53:54.885Z,d9829418-5c42-4dae-9e78-e991923640b3,Edm.String,55cbd26d-0799-42e3-ad22-d0a5329a4dfc,Edm.String,UserNames|Advert1;,Edm.String,2,Edm.String,2017-07-21T14:53:55.226Z,Edm.DateTime,2017-07-21T14:53:55.226Z,Edm.DateTime
35aa68416ebafe13_f83f579c2a9846eaac65c546c706cd67|7b54cce3-7b56-49a6-91de-a9dab410efab,cedf829d-77ba-4674-acc9-8aa330093342,2017-07-26T08:11:23.923Z,7b54cce3-7b56-49a6-91de-a9dab410efab,Edm.String,cedf829d-77ba-4674-acc9-8aa330093342,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2017-07-26T08:11:17.624Z,Edm.DateTime,2017-07-26T08:11:17.624Z,Edm.DateTime
35aa68416ebafe13_f83f579c2a9846eaac65c546c706cd67|8fef0ef9-da05-40fc-a54e-f241022c77f3,3d3e5bcc-1de3-4507-b09e-f2160240c7a9,2016-08-10T07:03:57.699Z,8fef0ef9-da05-40fc-a54e-f241022c77f3,Edm.String,3d3e5bcc-1de3-4507-b09e-f2160240c7a9,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;,Edm.String,5,Edm.String,2016-08-10T07:03:39.448Z,Edm.DateTime,2016-08-10T07:03:39.448Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|109281d4-afe4-45c0-868f-77c4220a9aa3,e96f9382-7625-4eed-a74c-bcea484e39de,2016-08-14T20:42:47.497Z,109281d4-afe4-45c0-868f-77c4220a9aa3,Edm.String,e96f9382-7625-4eed-a74c-bcea484e39de,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:47.447Z,Edm.DateTime,2016-08-14T20:42:47.447Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|1809fb72-d8ec-4ab5-a9be-a92e8b1ceee3,aa12bfca-b8ae-43b3-9bdf-d0754bc63cab,2016-08-14T20:42:14.353Z,1809fb72-d8ec-4ab5-a9be-a92e8b1ceee3,Edm.String,aa12bfca-b8ae-43b3-9bdf-d0754bc63cab,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:13.450Z,Edm.DateTime,2016-08-14T20:42:13.450Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|1dafa0d3-4321-47cf-a0d5-9f8b29fd1d68,9f4ce774-e041-4820-bb98-fc5c1e26a31e,2016-08-14T20:42:52.262Z,1dafa0d3-4321-47cf-a0d5-9f8b29fd1d68,Edm.String,9f4ce774-e041-4820-bb98-fc5c1e26a31e,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:51.558Z,Edm.DateTime,2016-08-14T20:42:51.558Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|34b0fcb1-7900-43d7-aee7-2e3f777b0d14,a39325aa-4b65-4a88-8fce-ad4df84c42e5,2016-08-14T20:42:10.924Z,34b0fcb1-7900-43d7-aee7-2e3f777b0d14,Edm.String,a39325aa-4b65-4a88-8fce-ad4df84c42e5,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:10.070Z,Edm.DateTime,2016-08-14T20:42:10.070Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|4ccc9045-1128-4d73-a1c0-694c8e2a2cd8,5890f6cf-1024-4f39-9a2d-4d755bb7072a,2016-08-14T20:42:49.851Z,4ccc9045-1128-4d73-a1c0-694c8e2a2cd8,Edm.String,5890f6cf-1024-4f39-9a2d-4d755bb7072a,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:49.660Z,Edm.DateTime,2016-08-14T20:42:49.660Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|51f5179e-5ba0-4f52-8ddd-5b12e028e749,eb6f4362-18cd-4e6a-8fb5-30682fc683d4,2016-08-14T20:42:15.229Z,51f5179e-5ba0-4f52-8ddd-5b12e028e749,Edm.String,eb6f4362-18cd-4e6a-8fb5-30682fc683d4,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:14.574Z,Edm.DateTime,2016-08-14T20:42:14.574Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|632a7365-73fd-4844-9cd7-6786a5c26ea2,56277e08-026d-4071-8dae-2d5a20695e43,2016-08-17T20:59:00.977Z,632a7365-73fd-4844-9cd7-6786a5c26ea2,Edm.String,56277e08-026d-4071-8dae-2d5a20695e43,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,5,Edm.String,2016-08-17T20:58:39.599Z,Edm.DateTime,2016-08-17T20:58:39.599Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|744111fc-cd15-4173-a55d-432744031c33,964566c0-ee08-4e0b-9234-25d1bc90b8e8,2016-08-14T20:42:13.194Z,744111fc-cd15-4173-a55d-432744031c33,Edm.String,964566c0-ee08-4e0b-9234-25d1bc90b8e8,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:11.678Z,Edm.DateTime,2016-08-14T20:42:11.678Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|76122fb6-6d93-47c8-82aa-81ca45dea096,e41d370e-d1fa-4373-b0a2-c2a121c2fbd3,2016-08-15T08:19:47.956Z,76122fb6-6d93-47c8-82aa-81ca45dea096,Edm.String,e41d370e-d1fa-4373-b0a2-c2a121c2fbd3,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,5,Edm.String,2016-08-14T20:42:43.271Z,Edm.DateTime,2016-08-14T20:42:43.271Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|7f872314-eba7-46d8-aaf7-543f43217b27,49e65958-86fb-4402-ac37-b5405644cf14,2016-08-14T20:42:07.831Z,7f872314-eba7-46d8-aaf7-543f43217b27,Edm.String,49e65958-86fb-4402-ac37-b5405644cf14,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:06.871Z,Edm.DateTime,2016-08-14T20:42:06.871Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|86534aa9-b0e2-4b95-8e20-21d1f856fa87,124cd641-39c9-4153-97c3-ee5d5d0f7768,2016-08-14T20:42:53.072Z,86534aa9-b0e2-4b95-8e20-21d1f856fa87,Edm.String,124cd641-39c9-4153-97c3-ee5d5d0f7768,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:52.652Z,Edm.DateTime,2016-08-14T20:42:52.652Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|891a360a-94a3-45bf-9a0c-39f1294f3982,5f03b968-ff48-489f-a461-dee59fcdff95,2016-08-14T20:42:11.527Z,891a360a-94a3-45bf-9a0c-39f1294f3982,Edm.String,5f03b968-ff48-489f-a461-dee59fcdff95,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:10.999Z,Edm.DateTime,2016-08-14T20:42:10.999Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|8d750969-84ac-4fdd-9b7f-e29abb1592ce,39433037-fe76-4c89-a469-b32d385e337b,2016-08-14T20:42:45.868Z,8d750969-84ac-4fdd-9b7f-e29abb1592ce,Edm.String,39433037-fe76-4c89-a469-b32d385e337b,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:45.397Z,Edm.DateTime,2016-08-14T20:42:45.397Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|99f2d20c-150d-4be4-bc6e-f283ca256c9c,a50d3c70-e64f-49f9-b513-fe4e7f8a068f,2016-08-14T20:43:14.518Z,99f2d20c-150d-4be4-bc6e-f283ca256c9c,Edm.String,a50d3c70-e64f-49f9-b513-fe4e7f8a068f,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,4,Edm.String,2016-08-14T20:42:53.396Z,Edm.DateTime,2016-08-14T20:42:53.396Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|9cbcc3b9-80c4-4b8e-a5aa-981d0c953df2,f9112728-5c65-42c5-ade7-44154a7fa471,2016-08-14T20:42:08.700Z,9cbcc3b9-80c4-4b8e-a5aa-981d0c953df2,Edm.String,f9112728-5c65-42c5-ade7-44154a7fa471,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:07.989Z,Edm.DateTime,2016-08-14T20:42:07.989Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|a0376106-5adc-494d-a8fc-cfa1aec4744b,42f45476-1549-4d74-8db2-a7db0fe9190d,2016-08-14T20:42:51.301Z,a0376106-5adc-494d-a8fc-cfa1aec4744b,Edm.String,42f45476-1549-4d74-8db2-a7db0fe9190d,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:50.371Z,Edm.DateTime,2016-08-14T20:42:50.371Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|a66318de-755f-4323-afec-1ded670fcee1,aae4fed3-0019-4231-8840-8542ebf9d7f3,2016-08-14T20:42:09.474Z,a66318de-755f-4323-afec-1ded670fcee1,Edm.String,aae4fed3-0019-4231-8840-8542ebf9d7f3,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:08.817Z,Edm.DateTime,2016-08-14T20:42:08.817Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|a8cdf517-2d42-43a0-b901-3c71198a3fa8,ad66dfe1-fc06-42fd-b0f9-4a346b440fd3,2016-08-14T20:42:06.741Z,a8cdf517-2d42-43a0-b901-3c71198a3fa8,Edm.String,ad66dfe1-fc06-42fd-b0f9-4a346b440fd3,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:06.149Z,Edm.DateTime,2016-08-14T20:42:06.149Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|b16ef4e3-c8a7-4491-b4b1-5e78eed8d6f3,640125cd-a674-4846-9bce-fb72de3d4c1e,2016-08-14T20:42:13.501Z,b16ef4e3-c8a7-4491-b4b1-5e78eed8d6f3,Edm.String,640125cd-a674-4846-9bce-fb72de3d4c1e,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:12.750Z,Edm.DateTime,2016-08-14T20:42:12.750Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|b8426b18-24ab-47cc-af99-3221b2d46e4d,2921b550-e32f-4ce4-b1be-890e833d473a,2016-08-14T20:42:50.821Z,b8426b18-24ab-47cc-af99-3221b2d46e4d,Edm.String,2921b550-e32f-4ce4-b1be-890e833d473a,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:48.721Z,Edm.DateTime,2016-08-14T20:42:48.721Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|d34b83d2-3028-4428-ae25-feb2653707b2,cf586259-58c0-4706-a0ab-8fd647617e7b,2016-08-14T20:42:44.913Z,d34b83d2-3028-4428-ae25-feb2653707b2,Edm.String,cf586259-58c0-4706-a0ab-8fd647617e7b,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:44.184Z,Edm.DateTime,2016-08-14T20:42:44.184Z,Edm.DateTime
37b77aea754feb32_f83f579c2a9846eaac65c546c706cd67|fbaa4d0c-d297-48f2-ba75-c974476bd66e,85f14c4c-9640-47e4-ae0e-e23e8ca08c34,2016-08-14T20:42:46.505Z,fbaa4d0c-d297-48f2-ba75-c974476bd66e,Edm.String,85f14c4c-9640-47e4-ae0e-e23e8ca08c34,Edm.String,UserNames|Advert1;UserNames|Advert2;UserNames|Advert3;UserNames|Advert4;UserNames|Advert5;UserNames|Advert6;,Edm.String,2,Edm.String,2016-08-14T20:42:46.165Z,Edm.DateTime,2016-08-14T20:42:46.165Z,Edm.DateTime
383780d5d8f1b277_f83f579c2a9846eaac65c546c706cd67|ac033947-86f5-4f6a-bc0a-d943d2cd107b,154517bd-4f10-4234-8c4f-a7db91f66a88,2017-03-17T10:54:32.822Z,ac033947-86f5-4f6a-bc0a-d943d2cd107b,Edm.String,154517bd-4f10-4234-8c4f-a7db91f66a88,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2017-03-17T10:54:26.027Z,Edm.DateTime,2017-03-17T10:54:26.027Z,Edm.DateTime
383780d5d8f1b277_f83f579c2a9846eaac65c546c706cd67|e87c908a-b2a2-4587-8a8b-3f51e4c721e7,d4066ae8-f3ad-47a8-88a4-72b075e55266,2017-03-17T10:58:25.819Z,e87c908a-b2a2-4587-8a8b-3f51e4c721e7,Edm.String,d4066ae8-f3ad-47a8-88a4-72b075e55266,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2017-03-17T10:58:19.816Z,Edm.DateTime,2017-03-17T10:58:19.816Z,Edm.DateTime
38b8e9d08b75634f_f83f579c2a9846eaac65c546c706cd67|39641ca1-6e75-4d2f-abb9-35ca0806dbfc,b0ebf7c0-a718-4c66-ba54-6e1cd4d82d00,2017-07-15T02:07:14.924Z,39641ca1-6e75-4d2f-abb9-35ca0806dbfc,Edm.String,b0ebf7c0-a718-4c66-ba54-6e1cd4d82d00,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2017-07-15T02:06:31.781Z,Edm.DateTime,2017-07-15T02:06:31.781Z,Edm.DateTime
38b8e9d08b75634f_f83f579c2a9846eaac65c546c706cd67|79403836-5bb5-4d12-9d8d-8b4d763a4bf2,fc54914e-d604-40f4-91c8-6da15796631e,2017-07-15T02:06:39.101Z,79403836-5bb5-4d12-9d8d-8b4d763a4bf2,Edm.String,fc54914e-d604-40f4-91c8-6da15796631e,Edm.String,UserNames|Advert1;,Edm.String,4,Edm.String,2017-07-15T02:06:33.675Z,Edm.DateTime,2017-07-15T02:06:33.675Z,Edm.DateTime
3931eeaa14df757e_f83f579c2a9846eaac65c546c706cd67|f5f54437-ba32-44c1-bee8-1838ebaf88ac,ffb142d0-a3b2-43fd-9b2b-df4ff479a480,2017-06-21T19:27:42.466Z,f5f54437-ba32-44c1-bee8-1838ebaf88ac,Edm.String,ffb142d0-a3b2-43fd-9b2b-df4ff479a480,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2017-06-21T19:27:30.289Z,Edm.DateTime,2017-06-21T19:27:30.289Z,Edm.DateTime
3a29a4ea24a7716b_f83f579c2a9846eaac65c546c706cd67|55143da7-76cf-4177-af93-cd085423834f,8653118f-bd3a-4f4c-8b4b-35982e8864f2,2018-03-29T08:11:20.460Z,55143da7-76cf-4177-af93-cd085423834f,Edm.String,8653118f-bd3a-4f4c-8b4b-35982e8864f2,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2018-03-29T08:04:53.567Z,Edm.DateTime,2018-03-29T08:04:53.567Z,Edm.DateTime
3a29a4ea24a7716b_f83f579c2a9846eaac65c546c706cd67|ef4b8e8c-2661-4305-9949-a68955454719,53d8028d-fd46-437f-b2b5-b846204b83f4,2018-04-03T08:52:11.695Z,ef4b8e8c-2661-4305-9949-a68955454719,Edm.String,53d8028d-fd46-437f-b2b5-b846204b83f4,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2018-04-03T08:52:02.538Z,Edm.DateTime,2018-04-03T08:52:02.538Z,Edm.DateTime
3a29a4ea24a7716b_f83f579c2a9846eaac65c546c706cd67|f17b4a0c-5410-4491-8e22-bf7c410d91b4,f74cd808-29d4-4478-b128-7cbffcf6c8db,2018-03-29T08:05:04.567Z,f17b4a0c-5410-4491-8e22-bf7c410d91b4,Edm.String,f74cd808-29d4-4478-b128-7cbffcf6c8db,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2018-03-29T08:04:55.854Z,Edm.DateTime,2018-03-29T08:04:55.854Z,Edm.DateTime
3b049300c3dc4b4a_f83f579c2a9846eaac65c546c706cd67|3c2950c8-363f-432b-9535-2135587fce23,a512ad9e-028c-4774-85ea-96a58e3f2c39,2017-08-18T09:54:31.856Z,3c2950c8-363f-432b-9535-2135587fce23,Edm.String,a512ad9e-028c-4774-85ea-96a58e3f2c39,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2017-08-18T09:54:26.821Z,Edm.DateTime,2017-08-18T09:54:26.821Z,Edm.DateTime
3b049300c3dc4b4a_f83f579c2a9846eaac65c546c706cd67|91e1992e-4915-4290-895f-22ef9902803d,3fc5ab27-2625-4466-a441-0453db530e1c,2017-08-18T09:11:21.430Z,91e1992e-4915-4290-895f-22ef9902803d,Edm.String,3fc5ab27-2625-4466-a441-0453db530e1c,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2017-08-18T09:10:43.971Z,Edm.DateTime,2017-08-18T09:10:43.971Z,Edm.DateTime
3b049300c3dc4b4a_f83f579c2a9846eaac65c546c706cd67|d79c886f-b470-4e70-93a4-b4a820e0f128,36950e44-89e1-430b-95a7-08ef10447993,2017-08-18T09:55:56.991Z,d79c886f-b470-4e70-93a4-b4a820e0f128,Edm.String,36950e44-89e1-430b-95a7-08ef10447993,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2017-08-18T09:10:45.431Z,Edm.DateTime,2017-08-18T09:10:45.431Z,Edm.DateTime
3bb9d56d2ceaedc9_f83f579c2a9846eaac65c546c706cd67|6c80723a-b459-4cc6-ae2d-dc213e79224d,e4b5614f-7d32-4c49-affb-2c08983b1151,2018-04-13T14:43:47.038Z,6c80723a-b459-4cc6-ae2d-dc213e79224d,Edm.String,e4b5614f-7d32-4c49-affb-2c08983b1151,Edm.String,UserNames|Advert1;,Edm.String,2,Edm.String,2018-04-13T14:43:46.984Z,Edm.DateTime,2018-04-13T14:43:46.984Z,Edm.DateTime
3bb9d56d2ceaedc9_f83f579c2a9846eaac65c546c706cd67|8a7985d5-44ba-4851-844d-2dbf64ae1768,9b6409fb-9686-4efb-aceb-90b3d59a5f86,2018-04-14T06:10:29.825Z,8a7985d5-44ba-4851-844d-2dbf64ae1768,Edm.String,9b6409fb-9686-4efb-aceb-90b3d59a5f86,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2018-04-14T06:10:09.445Z,Edm.DateTime,2018-04-14T06:10:09.445Z,Edm.DateTime
3bb9d56d2ceaedc9_f83f579c2a9846eaac65c546c706cd67|8f70cec7-5b00-4614-ac44-4a15af453632,8491a385-b202-40ef-9c0c-6531bebdf3d1,2018-04-12T07:52:58.996Z,8f70cec7-5b00-4614-ac44-4a15af453632,Edm.String,8491a385-b202-40ef-9c0c-6531bebdf3d1,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2018-04-12T07:52:51.892Z,Edm.DateTime,2018-04-12T07:52:51.892Z,Edm.DateTime
3bb9d56d2ceaedc9_f83f579c2a9846eaac65c546c706cd67|b34b33ec-8e5d-4b60-81a1-f603fb9adafe,e1cb0e61-16cb-40ba-bfa8-c254512ed508,2018-04-09T08:55:05.698Z,b34b33ec-8e5d-4b60-81a1-f603fb9adafe,Edm.String,e1cb0e61-16cb-40ba-bfa8-c254512ed508,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2018-04-09T08:25:34.764Z,Edm.DateTime,2018-04-09T08:25:34.764Z,Edm.DateTime
3bb9d56d2ceaedc9_f83f579c2a9846eaac65c546c706cd67|c8acb4ff-5036-4966-9d08-4e70f24adfad,aa0fac2b-550c-48ce-b968-2a0605e69a73,2018-04-13T03:04:25.237Z,c8acb4ff-5036-4966-9d08-4e70f24adfad,Edm.String,aa0fac2b-550c-48ce-b968-2a0605e69a73,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2018-04-13T03:04:06.562Z,Edm.DateTime,2018-04-13T03:04:06.562Z,Edm.DateTime
3bb9d56d2ceaedc9_f83f579c2a9846eaac65c546c706cd67|e5575e31-7bac-4a97-8ed4-eb62fd514574,52b7cbd6-0fd2-4b85-ba5f-28058036bc7c,2018-04-13T14:44:36.284Z,e5575e31-7bac-4a97-8ed4-eb62fd514574,Edm.String,52b7cbd6-0fd2-4b85-ba5f-28058036bc7c,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2018-04-09T08:25:36.085Z,Edm.DateTime,2018-04-09T08:25:36.085Z,Edm.DateTime
3bdbcc71c96ca3a2_f83f579c2a9846eaac65c546c706cd67|01acc414-7e88-4279-aab1-d0bd1a16a0e0,0141cc99-c4a4-4863-8d6b-1d417d70c5d9,2018-03-29T11:41:58.547Z,01acc414-7e88-4279-aab1-d0bd1a16a0e0,Edm.String,0141cc99-c4a4-4863-8d6b-1d417d70c5d9,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2018-03-29T11:41:35.149Z,Edm.DateTime,2018-03-29T11:41:35.149Z,Edm.DateTime
3bdbcc71c96ca3a2_f83f579c2a9846eaac65c546c706cd67|414214df-825c-47d6-bee6-1d67e03c0ff9,c0b36fa0-1ea3-48e4-b72c-3db635787a63,2018-03-29T09:07:43.598Z,414214df-825c-47d6-bee6-1d67e03c0ff9,Edm.String,c0b36fa0-1ea3-48e4-b72c-3db635787a63,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2018-03-29T09:05:28.680Z,Edm.DateTime,2018-03-29T09:05:28.680Z,Edm.DateTime
3bdbcc71c96ca3a2_f83f579c2a9846eaac65c546c706cd67|9104e4f0-c90f-498a-abf4-21e0ed891b71,efe2a525-cc6a-405e-a8b7-7d5badc05b56,2018-03-29T09:05:42.218Z,9104e4f0-c90f-498a-abf4-21e0ed891b71,Edm.String,efe2a525-cc6a-405e-a8b7-7d5badc05b56,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2018-03-29T09:05:30.412Z,Edm.DateTime,2018-03-29T09:05:30.412Z,Edm.DateTime
3bdbcc71c96ca3a2_f83f579c2a9846eaac65c546c706cd67|9649fb8b-7731-4f58-aba0-44d05ea2d93f,ecf1240e-87a8-4894-8270-ea8a76fd8712,2018-06-09T03:19:29.652Z,9649fb8b-7731-4f58-aba0-44d05ea2d93f,Edm.String,ecf1240e-87a8-4894-8270-ea8a76fd8712,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2018-06-09T03:18:57.875Z,Edm.DateTime,2018-06-09T03:18:57.875Z,Edm.DateTime
3de04dd28eab508_f83f579c2a9846eaac65c546c706cd67|191a104b-2d63-4d4a-b98b-4356c439b201,c783207e-04a8-4d1b-8cec-db000d1651da,2017-01-18T18:52:17.203Z,191a104b-2d63-4d4a-b98b-4356c439b201,Edm.String,c783207e-04a8-4d1b-8cec-db000d1651da,Edm.String,UserNames|Advert1;,Edm.String,5,Edm.String,2017-01-18T18:52:11.635Z,Edm.DateTime,2017-01-18T18:52:11.635Z,Edm.DateTime
