PartitionKey,RowKey,Timestamp,ContentId,ContentId@type,Content_ActionURL,Content_ActionURL@type,Content_B64URL,Content_B64URL@type,Content_RawURL,Content_RawURL@type,CreationDate,CreationDate@type,LastUpdate,LastUpdate@type
0415030cedc73dad_f83f579c2a9846eaac65c546c706cd67|264b4412-2068-435e-ab24-8e4fecc8f949,UserNames|Advert1,2017-06-29T15:41:35.133Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2017-06-29T15:41:34.877Z,Edm.DateTime,2017-06-29T15:41:34.877Z,Edm.DateTime
0415030cedc73dad_f83f579c2a9846eaac65c546c706cd67|a226606e-90ef-4dc7-9ce3-ded1330e1c21,UserNames|Advert1,2017-06-29T15:41:32.156Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2017-06-29T15:41:31.656Z,Edm.DateTime,2017-06-29T15:41:31.656Z,Edm.DateTime
069289bdf552c586_f83f579c2a9846eaac65c546c706cd67|6b846ac5-6071-4525-b794-77f974b30d11,UserNames|Advert1,2017-06-29T16:51:16.013Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2017-06-29T16:51:16.119Z,Edm.DateTime,2017-06-29T16:51:16.119Z,Edm.DateTime
069289bdf552c586_f83f579c2a9846eaac65c546c706cd67|78849d0a-f755-42a2-849f-47e7a479fa14,UserNames|Advert1,2017-06-29T16:51:06.152Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2017-06-29T16:51:05.450Z,Edm.DateTime,2017-06-29T16:51:05.450Z,Edm.DateTime
102815873e91302e_f83f579c2a9846eaac65c546c706cd67|ffb25bd0-9f2d-4883-83ae-445157556587,UserNames|Advert1,2016-12-20T06:54:19.161Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2016-12-20T06:54:20.338Z,Edm.DateTime,2016-12-20T06:54:20.338Z,Edm.DateTime
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67|25a01806-a309-43b7-bd92-47533db9497c,UserNames|Advert1,2016-10-23T08:44:39.860Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2016-10-23T08:44:40.016Z,Edm.DateTime,2016-10-23T08:44:40.016Z,Edm.DateTime
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67|87e8b9d8-9f4a-4ab2-9e8a-75441fd4516c,UserNames|Advert1,2016-10-21T15:38:29.045Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2016-10-21T15:38:30.374Z,Edm.DateTime,2016-10-21T15:38:30.374Z,Edm.DateTime
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67|c68a6bba-d5b1-4444-b4d9-79a4dc442a9c,UserNames|Advert1,2016-10-21T15:39:23.229Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2016-10-21T15:39:23.694Z,Edm.DateTime,2016-10-21T15:39:23.694Z,Edm.DateTime
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67|401d004b-cc5f-4ecd-9d90-82b02dd4172c,UserNames|Advert1,2017-02-10T06:41:34.338Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2017-02-10T06:41:33.750Z,Edm.DateTime,2017-02-10T06:41:33.750Z,Edm.DateTime
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67|8261ea72-6b30-4807-8464-03bfe4f1874a,UserNames|Advert1,2017-02-09T15:07:12.589Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2017-02-09T15:07:12.919Z,Edm.DateTime,2017-02-09T15:07:12.919Z,Edm.DateTime
12a3040037ba0f29_f83f579c2a9846eaac65c546c706cd67|0250175f-4e84-414d-9550-f338eb39260a,UserNames|Advert1,2016-08-07T22:49:36.508Z,UserNames|Advert1,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=345&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert1.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert1.png,Edm.String,2016-08-07T22:49:36.632Z,Edm.DateTime,2016-08-07T22:49:36.632Z,Edm.DateTime
12a3040037ba0f29_f83f579c2a9846eaac65c546c706cd67|0250175f-4e84-414d-9550-f338eb39260a,UserNames|Advert2,2016-08-07T22:49:37.095Z,UserNames|Advert2,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=1117&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert2.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert2.png,Edm.String,2016-08-07T22:49:36.632Z,Edm.DateTime,2016-08-07T22:49:36.632Z,Edm.DateTime
12a3040037ba0f29_f83f579c2a9846eaac65c546c706cd67|0250175f-4e84-414d-9550-f338eb39260a,UserNames|Advert3,2016-08-07T22:49:37.456Z,UserNames|Advert3,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=980&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert3.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert3.png,Edm.String,2016-08-07T22:49:36.632Z,Edm.DateTime,2016-08-07T22:49:36.632Z,Edm.DateTime
12a3040037ba0f29_f83f579c2a9846eaac65c546c706cd67|0250175f-4e84-414d-9550-f338eb39260a,UserNames|Advert4,2016-08-07T22:49:36.922Z,UserNames|Advert4,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=499&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert4.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert4.png,Edm.String,2016-08-07T22:49:36.632Z,Edm.DateTime,2016-08-07T22:49:36.632Z,Edm.DateTime
12a3040037ba0f29_f83f579c2a9846eaac65c546c706cd67|0250175f-4e84-414d-9550-f338eb39260a,UserNames|Advert5,2016-08-07T22:49:37.140Z,UserNames|Advert5,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=351&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert5.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert5.png,Edm.String,2016-08-07T22:49:36.632Z,Edm.DateTime,2016-08-07T22:49:36.632Z,Edm.DateTime
15dc79d068ebe34c_f83f579c2a9846eaac65c546c706cd67|2d3c9a7a-e9b3-4564-b3f6-cbc6e077257e,UserNames|Advert1,2017-06-03T03:49:45.941Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2017-06-03T03:49:45.742Z,Edm.DateTime,2017-06-03T03:49:45.742Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|08956ca7-8dfc-4c8f-9d09-d2928cad0cf9,UserNames|Advert1,2016-08-16T11:48:32.522Z,UserNames|Advert1,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=345&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert1.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert1.png,Edm.String,2016-08-16T11:48:30.975Z,Edm.DateTime,2016-08-16T11:48:30.975Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|08956ca7-8dfc-4c8f-9d09-d2928cad0cf9,UserNames|Advert2,2016-08-16T11:48:32.153Z,UserNames|Advert2,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=1117&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert2.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert2.png,Edm.String,2016-08-16T11:48:30.975Z,Edm.DateTime,2016-08-16T11:48:30.975Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|08956ca7-8dfc-4c8f-9d09-d2928cad0cf9,UserNames|Advert3,2016-08-16T11:48:32.198Z,UserNames|Advert3,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=980&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert3.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert3.png,Edm.String,2016-08-16T11:48:30.975Z,Edm.DateTime,2016-08-16T11:48:30.975Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|08956ca7-8dfc-4c8f-9d09-d2928cad0cf9,UserNames|Advert4,2016-08-16T11:48:32.088Z,UserNames|Advert4,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=499&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert4.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert4.png,Edm.String,2016-08-16T11:48:30.975Z,Edm.DateTime,2016-08-16T11:48:30.975Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|08956ca7-8dfc-4c8f-9d09-d2928cad0cf9,UserNames|Advert5,2016-08-16T11:48:32.544Z,UserNames|Advert5,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=351&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert5.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert5.png,Edm.String,2016-08-16T11:48:30.975Z,Edm.DateTime,2016-08-16T11:48:30.975Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|08956ca7-8dfc-4c8f-9d09-d2928cad0cf9,UserNames|Advert6,2016-08-16T11:48:32.295Z,UserNames|Advert6,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=935&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert6.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert6.png,Edm.String,2016-08-16T11:48:30.975Z,Edm.DateTime,2016-08-16T11:48:30.975Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|815bdac8-671d-42db-83e5-c4e10b49a9f8,UserNames|Advert1,2016-08-16T12:22:17.346Z,UserNames|Advert1,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=345&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert1.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert1.png,Edm.String,2016-08-16T12:22:15.904Z,Edm.DateTime,2016-08-16T12:22:15.904Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|815bdac8-671d-42db-83e5-c4e10b49a9f8,UserNames|Advert2,2016-08-16T12:22:17.577Z,UserNames|Advert2,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=1117&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert2.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert2.png,Edm.String,2016-08-16T12:22:15.904Z,Edm.DateTime,2016-08-16T12:22:15.920Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|815bdac8-671d-42db-83e5-c4e10b49a9f8,UserNames|Advert3,2016-08-16T12:22:17.171Z,UserNames|Advert3,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=980&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert3.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert3.png,Edm.String,2016-08-16T12:22:15.920Z,Edm.DateTime,2016-08-16T12:22:15.920Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|815bdac8-671d-42db-83e5-c4e10b49a9f8,UserNames|Advert4,2016-08-16T12:22:17.309Z,UserNames|Advert4,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=499&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert4.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert4.png,Edm.String,2016-08-16T12:22:15.920Z,Edm.DateTime,2016-08-16T12:22:15.920Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|815bdac8-671d-42db-83e5-c4e10b49a9f8,UserNames|Advert5,2016-08-16T12:22:16.691Z,UserNames|Advert5,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=351&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert5.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert5.png,Edm.String,2016-08-16T12:22:15.920Z,Edm.DateTime,2016-08-16T12:22:15.920Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|815bdac8-671d-42db-83e5-c4e10b49a9f8,UserNames|Advert6,2016-08-16T12:22:17.087Z,UserNames|Advert6,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=935&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert6.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert6.png,Edm.String,2016-08-16T12:22:15.920Z,Edm.DateTime,2016-08-16T12:22:15.920Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|c107d739-caed-414e-843a-5891c76b1746,UserNames|Advert1,2016-08-16T11:48:12.124Z,UserNames|Advert1,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=345&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert1.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert1.png,Edm.String,2016-08-16T11:48:10.549Z,Edm.DateTime,2016-08-16T11:48:10.549Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|c107d739-caed-414e-843a-5891c76b1746,UserNames|Advert2,2016-08-16T11:48:11.367Z,UserNames|Advert2,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=1117&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert2.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert2.png,Edm.String,2016-08-16T11:48:10.549Z,Edm.DateTime,2016-08-16T11:48:10.549Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|c107d739-caed-414e-843a-5891c76b1746,UserNames|Advert3,2016-08-16T11:48:11.522Z,UserNames|Advert3,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=980&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert3.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert3.png,Edm.String,2016-08-16T11:48:10.549Z,Edm.DateTime,2016-08-16T11:48:10.549Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|c107d739-caed-414e-843a-5891c76b1746,UserNames|Advert4,2016-08-16T11:48:11.848Z,UserNames|Advert4,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=499&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert4.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert4.png,Edm.String,2016-08-16T11:48:10.549Z,Edm.DateTime,2016-08-16T11:48:10.549Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|c107d739-caed-414e-843a-5891c76b1746,UserNames|Advert5,2016-08-16T11:48:12.354Z,UserNames|Advert5,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=351&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert5.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert5.png,Edm.String,2016-08-16T11:48:10.549Z,Edm.DateTime,2016-08-16T11:48:10.549Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|c107d739-caed-414e-843a-5891c76b1746,UserNames|Advert6,2016-08-16T11:48:12.094Z,UserNames|Advert6,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=935&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert6.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert6.png,Edm.String,2016-08-16T11:48:10.549Z,Edm.DateTime,2016-08-16T11:48:10.549Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|ed5a1ece-3743-4a1b-bd0b-0e3dcc0ee2ea,UserNames|Advert1,2016-08-16T11:51:28.531Z,UserNames|Advert1,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=345&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert1.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert1.png,Edm.String,2016-08-16T11:51:27.373Z,Edm.DateTime,2016-08-16T11:51:27.373Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|ed5a1ece-3743-4a1b-bd0b-0e3dcc0ee2ea,UserNames|Advert2,2016-08-16T11:51:28.518Z,UserNames|Advert2,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=1117&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert2.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert2.png,Edm.String,2016-08-16T11:51:27.389Z,Edm.DateTime,2016-08-16T11:51:27.389Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|ed5a1ece-3743-4a1b-bd0b-0e3dcc0ee2ea,UserNames|Advert3,2016-08-16T11:51:28.498Z,UserNames|Advert3,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=980&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert3.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert3.png,Edm.String,2016-08-16T11:51:27.389Z,Edm.DateTime,2016-08-16T11:51:27.389Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|ed5a1ece-3743-4a1b-bd0b-0e3dcc0ee2ea,UserNames|Advert4,2016-08-16T11:51:28.773Z,UserNames|Advert4,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=499&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert4.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert4.png,Edm.String,2016-08-16T11:51:27.389Z,Edm.DateTime,2016-08-16T11:51:27.389Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|ed5a1ece-3743-4a1b-bd0b-0e3dcc0ee2ea,UserNames|Advert5,2016-08-16T11:51:28.796Z,UserNames|Advert5,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=351&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert5.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert5.png,Edm.String,2016-08-16T11:51:27.389Z,Edm.DateTime,2016-08-16T11:51:27.389Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|ed5a1ece-3743-4a1b-bd0b-0e3dcc0ee2ea,UserNames|Advert6,2016-08-16T11:51:28.533Z,UserNames|Advert6,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=935&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert6.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert6.png,Edm.String,2016-08-16T11:51:27.389Z,Edm.DateTime,2016-08-16T11:51:27.389Z,Edm.DateTime
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67|f699dd15-af9d-4343-8972-cd5c48e97afd,UserNames|Advert1,2016-09-13T07:10:54.487Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2016-09-13T07:10:54.829Z,Edm.DateTime,2016-09-13T07:10:54.829Z,Edm.DateTime
16f7398e3a00c450_f83f579c2a9846eaac65c546c706cd67|20146510-50a9-430b-9641-a38fe30d0ae0,UserNames|Advert1,2017-04-23T14:09:10.391Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2017-04-23T14:09:10.361Z,Edm.DateTime,2017-04-23T14:09:10.361Z,Edm.DateTime
16f7398e3a00c450_f83f579c2a9846eaac65c546c706cd67|b4844552-df6c-4619-abdb-1f0471194ec7,UserNames|Advert1,2016-08-11T13:02:31.210Z,UserNames|Advert1,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=345&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert1.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert1.png,Edm.String,2016-08-11T13:02:30.701Z,Edm.DateTime,2016-08-11T13:02:30.701Z,Edm.DateTime
16f7398e3a00c450_f83f579c2a9846eaac65c546c706cd67|b4844552-df6c-4619-abdb-1f0471194ec7,UserNames|Advert2,2016-08-11T13:02:31.691Z,UserNames|Advert2,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=1117&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert2.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert2.png,Edm.String,2016-08-11T13:02:30.701Z,Edm.DateTime,2016-08-11T13:02:30.701Z,Edm.DateTime
16f7398e3a00c450_f83f579c2a9846eaac65c546c706cd67|b4844552-df6c-4619-abdb-1f0471194ec7,UserNames|Advert3,2016-08-11T13:02:31.166Z,UserNames|Advert3,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=980&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert3.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert3.png,Edm.String,2016-08-11T13:02:30.701Z,Edm.DateTime,2016-08-11T13:02:30.701Z,Edm.DateTime
16f7398e3a00c450_f83f579c2a9846eaac65c546c706cd67|b4844552-df6c-4619-abdb-1f0471194ec7,UserNames|Advert4,2016-08-11T13:02:30.522Z,UserNames|Advert4,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=499&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert4.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert4.png,Edm.String,2016-08-11T13:02:30.701Z,Edm.DateTime,2016-08-11T13:02:30.701Z,Edm.DateTime
16f7398e3a00c450_f83f579c2a9846eaac65c546c706cd67|b4844552-df6c-4619-abdb-1f0471194ec7,UserNames|Advert5,2016-08-11T13:02:30.727Z,UserNames|Advert5,Edm.String,http://jag.go2cloud.org/aff_c?offer_id=351&aff_id=5993,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert5.png.b64,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/Advert5.png,Edm.String,2016-08-11T13:02:30.701Z,Edm.DateTime,2016-08-11T13:02:30.701Z,Edm.DateTime
17cab5423177c2cd_f83f579c2a9846eaac65c546c706cd67|7a8dbb4c-dd8e-4c06-8e7f-e690819152bf,UserNames|Advert1,2017-03-21T18:55:57.775Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2017-03-21T18:55:58.097Z,Edm.DateTime,2017-03-21T18:55:58.097Z,Edm.DateTime
18960a071c4853b2_f83f579c2a9846eaac65c546c706cd67|602d9be6-d50d-44fc-97aa-10fec8954db8,UserNames|Advert1,2017-06-29T17:43:22.118Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2017-06-29T17:43:21.709Z,Edm.DateTime,2017-06-29T17:43:21.709Z,Edm.DateTime
18960a071c4853b2_f83f579c2a9846eaac65c546c706cd67|eba1bceb-8679-4076-9d2d-73641cafa180,UserNames|Advert1,2017-06-29T17:43:16.183Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2017-06-29T17:43:15.623Z,Edm.DateTime,2017-06-29T17:43:15.623Z,Edm.DateTime
197eee5fc35a1637_f83f579c2a9846eaac65c546c706cd67|1d3bb472-438a-4382-9513-9402512b625a,UserNames|Advert1,2018-05-26T09:57:14.777Z,UserNames|Advert1,Edm.String,GOOGLE_MOBIHUNTER,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,https://adservapi.blob.core.windows.net/usernames1images/GOOGLE_MOBIHUNTER.txt,Edm.String,2018-05-26T09:57:14.710Z,Edm.DateTime,2018-05-26T09:57:14.710Z,Edm.DateTime
