PartitionKey,RowKey,Timestamp,CreationDate,CreationDate@type,Expiry,Expiry@type,Life,Life@type,Month,Month@type,Number,Number@type,Progress,Progress@type,Status,Status@type
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2016-12,2016-12-31T23:37:43.771Z,12/20/2016 10:33:43 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2016-12,Edm.String,Not Yet Available,Edm.String,0.40,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2017-01,2017-01-31T23:47:41.456Z,1/1/2017 12:37:45 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-01,Edm.String,Not Yet Available,Edm.String,1.60,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2017-02,2017-02-28T23:55:29.861Z,2/1/2017 12:47:38 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-02,Edm.String,Not Yet Available,Edm.String,2.40,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2017-03,2017-03-31T23:03:41.036Z,3/1/2017 12:55:37 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-03,Edm.String,Not Yet Available,Edm.String,6.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2017-04,2017-04-30T23:12:36.010Z,4/1/2017 12:03:39 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-04,Edm.String,Not Yet Available,Edm.String,2.40,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2017-05,2017-05-31T23:20:44.881Z,5/1/2017 12:12:45 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-05,Edm.String,Not Yet Available,Edm.String,2.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2017-06,2017-06-30T23:32:54.962Z,6/1/2017 12:20:47 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-06,Edm.String,Not Yet Available,Edm.String,4.80,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2017-07,2017-07-31T23:42:58.721Z,7/1/2017 12:32:55 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-07,Edm.String,Not Yet Available,Edm.String,5.60,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2017-08,2017-08-31T23:53:10.809Z,8/1/2017 12:42:57 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-08,Edm.String,Not Yet Available,Edm.String,2.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2017-09,2017-09-30T23:01:06.643Z,9/1/2017 12:53:16 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-09,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2017-10,2017-10-31T23:09:21.267Z,10/1/2017 12:01:08 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-10,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2017-11,2017-11-30T23:19:09.841Z,11/1/2017 12:09:27 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-11,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2017-12,2017-12-31T23:30:07.723Z,12/1/2017 12:18:44 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-12,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2018-01,2018-01-31T23:39:11.827Z,1/1/2018 12:30:08 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-01,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2018-02,2018-02-28T23:46:28.424Z,2/1/2018 12:39:12 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-02,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2018-03,2018-03-31T23:54:02.564Z,3/1/2018 12:46:27 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-03,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2018-04,2018-04-30T23:04:33.580Z,4/1/2018 12:54:02 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-04,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2018-05,2018-05-31T23:12:45.169Z,5/1/2018 12:04:31 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-05,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2018-06,2018-06-30T23:13:19.491Z,6/1/2018 12:12:45 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-06,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2018-07,2018-07-31T23:22:05.659Z,7/26/2018 9:20:13 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-07,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
102815873e91302e_f83f579c2a9846eaac65c546c706cd67,2018-08,2018-08-01T03:21:57.905Z,8/1/2018 12:21:56 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-08,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2016-10,2016-10-31T23:05:05.586Z,10/21/2016 4:56:59 PM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2016-10,Edm.String,Not Yet Available,Edm.String,27.20,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2016-11,2016-11-30T23:41:57.232Z,11/1/2016 12:06:21 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2016-11,Edm.String,Not Yet Available,Edm.String,79.20,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2016-12,2016-12-31T23:37:44.251Z,12/1/2016 12:41:59 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2016-12,Edm.String,Not Yet Available,Edm.String,26.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2017-01,2017-01-31T23:47:41.886Z,1/1/2017 12:37:46 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-01,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2017-02,2017-02-28T23:55:30.162Z,2/1/2017 12:47:39 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-02,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2017-03,2017-03-31T23:03:41.432Z,3/1/2017 12:55:38 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-03,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2017-04,2017-04-30T23:12:36.310Z,4/1/2017 12:03:40 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-04,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2017-05,2017-05-31T23:20:45.231Z,5/1/2017 12:12:45 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-05,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2017-06,2017-06-30T23:32:55.222Z,6/1/2017 12:20:47 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-06,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2017-07,2017-07-31T23:42:59.007Z,7/1/2017 12:32:55 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-07,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2017-08,2017-08-31T23:53:10.950Z,8/1/2017 12:42:57 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-08,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2017-09,2017-09-30T23:01:07.284Z,9/1/2017 12:53:17 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-09,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2017-10,2017-10-31T23:09:21.467Z,10/1/2017 12:01:09 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-10,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2017-11,2017-11-30T23:19:10.021Z,11/1/2017 12:09:27 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-11,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2017-12,2017-12-31T23:30:07.964Z,12/1/2017 12:18:44 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-12,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2018-01,2018-01-31T23:39:11.956Z,1/1/2018 12:30:09 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-01,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2018-02,2018-02-28T23:46:28.594Z,2/1/2018 12:39:13 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-02,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2018-03,2018-03-31T23:54:02.728Z,3/1/2018 12:46:27 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-03,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2018-04,2018-04-30T23:04:33.692Z,4/1/2018 12:54:02 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-04,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2018-05,2018-05-31T23:12:45.278Z,5/1/2018 12:04:31 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-05,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2018-06,2018-06-30T23:13:19.590Z,6/1/2018 12:12:45 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-06,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2018-07,2018-07-31T23:22:05.797Z,7/26/2018 9:20:13 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-07,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
10b7b23fc6e81484_f83f579c2a9846eaac65c546c706cd67,2018-08,2018-08-01T03:21:58.185Z,8/1/2018 12:21:56 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-08,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2017-02,2017-02-28T23:55:30.220Z,2/16/2017 5:52:12 PM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-02,Edm.String,Not Yet Available,Edm.String,5.60,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2017-03,2017-03-31T23:03:41.468Z,3/1/2017 12:55:38 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-03,Edm.String,Not Yet Available,Edm.String,4.40,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2017-04,2017-04-30T23:12:36.410Z,4/1/2017 12:03:40 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-04,Edm.String,Not Yet Available,Edm.String,2.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2017-05,2017-05-31T23:20:45.280Z,5/1/2017 12:12:45 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-05,Edm.String,Not Yet Available,Edm.String,1.60,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2017-06,2017-06-30T23:32:55.262Z,6/1/2017 12:20:47 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-06,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2017-07,2017-07-31T23:42:59.092Z,7/1/2017 12:32:55 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-07,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2017-08,2017-08-31T23:53:10.999Z,8/1/2017 12:42:57 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-08,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2017-09,2017-09-30T23:01:07.324Z,9/1/2017 12:53:17 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-09,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2017-10,2017-10-31T23:09:21.517Z,10/1/2017 12:01:09 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-10,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2017-11,2017-11-30T23:19:10.081Z,11/1/2017 12:09:27 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-11,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2017-12,2017-12-31T23:30:08.034Z,12/1/2017 12:18:44 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-12,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2018-01,2018-01-31T23:39:12.009Z,1/1/2018 12:30:09 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-01,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2018-02,2018-02-28T23:46:28.644Z,2/1/2018 12:39:13 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-02,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2018-03,2018-03-31T23:54:02.777Z,3/1/2018 12:46:28 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-03,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2018-04,2018-04-30T23:04:33.742Z,4/1/2018 12:54:02 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-04,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2018-05,2018-05-31T23:12:45.315Z,5/1/2018 12:04:31 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-05,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2018-06,2018-06-30T23:13:19.628Z,6/1/2018 12:12:45 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-06,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2018-07,2018-07-31T23:22:05.830Z,7/26/2018 9:20:13 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-07,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
110f6b0fe69c666b_f83f579c2a9846eaac65c546c706cd67,2018-08,2018-08-01T03:21:58.239Z,8/1/2018 12:21:56 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-08,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2016-09,2016-09-30T21:06:10.906Z,9/13/2016 7:48:36 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2016-09,Edm.String,Not Yet Available,Edm.String,69.60,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2016-10,2016-10-31T23:05:06.405Z,2016-10-05 06:08:55 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2016-10,Edm.String,Not Yet Available,Edm.String,100.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2016-11,2016-11-30T23:41:57.560Z,11/1/2016 12:06:21 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2016-11,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2016-12,2016-12-31T23:37:44.712Z,12/1/2016 12:42:00 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2016-12,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2017-01,2017-01-31T23:47:42.046Z,1/1/2017 12:37:46 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-01,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2017-02,2017-02-28T23:55:30.530Z,2/1/2017 12:47:39 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-02,Edm.String,Not Yet Available,Edm.String,6.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2017-03,2017-03-31T23:03:42.143Z,3/1/2017 12:55:38 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-03,Edm.String,Not Yet Available,Edm.String,50.80,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2017-04,2017-04-30T23:12:39.012Z,4/1/2017 12:03:41 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-04,Edm.String,Not Yet Available,Edm.String,87.20,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2017-05,2017-05-31T23:20:45.691Z,5/1/2017 12:12:49 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-05,Edm.String,Not Yet Available,Edm.String,4.80,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2017-06,2017-06-30T23:32:55.553Z,6/1/2017 12:20:47 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-06,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2017-07,2017-07-31T23:42:59.942Z,7/1/2017 12:32:56 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-07,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2017-08,2017-08-31T23:53:11.300Z,8/1/2017 12:42:58 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-08,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2017-09,2017-09-30T23:01:07.799Z,9/1/2017 12:53:18 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-09,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2017-10,2017-10-31T23:09:21.875Z,10/1/2017 12:01:09 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-10,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2017-11,2017-11-30T23:19:10.454Z,11/1/2017 12:09:28 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-11,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2017-12,2017-12-31T23:30:08.344Z,12/1/2017 12:18:45 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-12,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2018-01,2018-01-31T23:39:12.275Z,1/1/2018 12:30:09 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-01,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2018-02,2018-02-28T23:46:28.984Z,2/1/2018 12:39:13 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-02,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2018-03,2018-03-31T23:54:03.075Z,3/1/2018 12:46:28 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-03,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2018-04,2018-04-30T23:04:33.992Z,4/1/2018 12:54:03 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-04,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2018-05,2018-05-31T23:12:45.634Z,5/1/2018 12:04:32 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-05,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2018-06,2018-06-30T23:13:19.990Z,6/1/2018 12:12:46 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-06,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2018-07,2018-07-31T23:22:06.285Z,7/26/2018 9:20:14 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-07,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
16d2ba28586e5936_f83f579c2a9846eaac65c546c706cd67,2018-08,2018-08-01T03:21:59.260Z,8/1/2018 12:21:56 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2018-08,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
17cab5423177c2cd_f83f579c2a9846eaac65c546c706cd67,2017-03,2017-03-31T23:03:42.273Z,3/21/2017 8:01:09 PM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-03,Edm.String,Not Yet Available,Edm.String,4.40,Edm.String,Not Yet Available,Edm.String
17cab5423177c2cd_f83f579c2a9846eaac65c546c706cd67,2017-04,2017-04-30T23:12:39.111Z,4/1/2017 12:03:41 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-04,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
17cab5423177c2cd_f83f579c2a9846eaac65c546c706cd67,2017-05,2017-05-31T23:20:45.741Z,5/1/2017 12:12:49 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-05,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
17cab5423177c2cd_f83f579c2a9846eaac65c546c706cd67,2017-06,2017-06-30T23:32:55.592Z,6/1/2017 12:20:47 AM,Edm.String,Not Yet Available,Edm.String,Not Yet Available,Edm.String,2017-06,Edm.String,Not Yet Available,Edm.String,0.00,Edm.String,Not Yet Available,Edm.String
